"InstanceId","admin_q_pause","bw_in_allowance_exceeded","bw_out_allowance_exceeded","conntrack_allowance_available","conntrack_allowance_exceeded","ena_admin_q_aborted_cmd","ena_admin_q_completed_cmd","ena_admin_q_no_completion","ena_admin_q_out_of_space","ena_admin_q_submitted_cmd","interface_down","interface_up","linklocal_allowance_exceeded","pps_allowance_exceeded","queue_0_rx_bad_desc_num","queue_0_rx_bad_req_id","queue_0_rx_bytes","queue_0_rx_cnt","queue_0_rx_csum_bad","queue_0_rx_csum_good","queue_0_rx_csum_unchecked","queue_0_rx_dma_mapping_err","queue_0_rx_empty_rx_ring","queue_0_rx_lpc_full","queue_0_rx_lpc_warm_up","queue_0_rx_lpc_wrong_numa","queue_0_rx_page_alloc_fail","queue_0_rx_refil_partial","queue_0_rx_rx_copybreak_pkt","queue_0_rx_skb_alloc_fail","queue_0_rx_xdp_aborted","queue_0_rx_xdp_drop","queue_0_rx_xdp_invalid","queue_0_rx_xdp_pass","queue_0_rx_xdp_redirect","queue_0_rx_xdp_tx","queue_0_rx_xsk_need_wakeup_set","queue_0_rx_zc_queue_pkt_copy","queue_0_tx_bad_req_id","queue_0_tx_bytes","queue_0_tx_cnt","queue_0_tx_dma_mapping_err","queue_0_tx_doorbells","queue_0_tx_linearize","queue_0_tx_linearize_failed","queue_0_tx_llq_buffer_copy","queue_0_tx_missed_tx","queue_0_tx_napi_comp","queue_0_tx_prepare_ctx_err","queue_0_tx_queue_stop","queue_0_tx_queue_wakeup","queue_0_tx_tx_poll","queue_0_tx_unmask_interrupt","queue_0_tx_xsk_need_wakeup_set","queue_0_tx_xsk_wakeup_request","queue_1_rx_bad_desc_num","queue_1_rx_bad_req_id","queue_1_rx_bytes","queue_1_rx_cnt","queue_1_rx_csum_bad","queue_1_rx_csum_good","queue_1_rx_csum_unchecked","queue_1_rx_dma_mapping_err","queue_1_rx_empty_rx_ring","queue_1_rx_lpc_full","queue_1_rx_lpc_warm_up","queue_1_rx_lpc_wrong_numa","queue_1_rx_page_alloc_fail","queue_1_rx_refil_partial","queue_1_rx_rx_copybreak_pkt","queue_1_rx_skb_alloc_fail","queue_1_rx_xdp_aborted","queue_1_rx_xdp_drop","queue_1_rx_xdp_invalid","queue_1_rx_xdp_pass","queue_1_rx_xdp_redirect","queue_1_rx_xdp_tx","queue_1_rx_xsk_need_wakeup_set","queue_1_rx_zc_queue_pkt_copy","queue_1_tx_bad_req_id","queue_1_tx_bytes","queue_1_tx_cnt","queue_1_tx_dma_mapping_err","queue_1_tx_doorbells","queue_1_tx_linearize","queue_1_tx_linearize_failed","queue_1_tx_llq_buffer_copy","queue_1_tx_missed_tx","queue_1_tx_napi_comp","queue_1_tx_prepare_ctx_err","queue_1_tx_queue_stop","queue_1_tx_queue_wakeup","queue_1_tx_tx_poll","queue_1_tx_unmask_interrupt","queue_1_tx_xsk_need_wakeup_set","queue_1_tx_xsk_wakeup_request","queue_2_rx_bad_desc_num","queue_2_rx_bad_req_id","queue_2_rx_bytes","queue_2_rx_cnt","queue_2_rx_csum_bad","queue_2_rx_csum_good","queue_2_rx_csum_unchecked","queue_2_rx_dma_mapping_err","queue_2_rx_empty_rx_ring","queue_2_rx_lpc_full","queue_2_rx_lpc_warm_up","queue_2_rx_lpc_wrong_numa","queue_2_rx_page_alloc_fail","queue_2_rx_refil_partial","queue_2_rx_rx_copybreak_pkt","queue_2_rx_skb_alloc_fail","queue_2_rx_xdp_aborted","queue_2_rx_xdp_drop","queue_2_rx_xdp_invalid","queue_2_rx_xdp_pass","queue_2_rx_xdp_redirect","queue_2_rx_xdp_tx","queue_2_rx_xsk_need_wakeup_set","queue_2_rx_zc_queue_pkt_copy","queue_2_tx_bad_req_id","queue_2_tx_bytes","queue_2_tx_cnt","queue_2_tx_dma_mapping_err","queue_2_tx_doorbells","queue_2_tx_linearize","queue_2_tx_linearize_failed","queue_2_tx_llq_buffer_copy","queue_2_tx_missed_tx","queue_2_tx_napi_comp","queue_2_tx_prepare_ctx_err","queue_2_tx_queue_stop","queue_2_tx_queue_wakeup","queue_2_tx_tx_poll","queue_2_tx_unmask_interrupt","queue_2_tx_xsk_need_wakeup_set","queue_2_tx_xsk_wakeup_request","queue_3_rx_bad_desc_num","queue_3_rx_bad_req_id","queue_3_rx_bytes","queue_3_rx_cnt","queue_3_rx_csum_bad","queue_3_rx_csum_good","queue_3_rx_csum_unchecked","queue_3_rx_dma_mapping_err","queue_3_rx_empty_rx_ring","queue_3_rx_lpc_full","queue_3_rx_lpc_warm_up","queue_3_rx_lpc_wrong_numa","queue_3_rx_page_alloc_fail","queue_3_rx_refil_partial","queue_3_rx_rx_copybreak_pkt","queue_3_rx_skb_alloc_fail","queue_3_rx_xdp_aborted","queue_3_rx_xdp_drop","queue_3_rx_xdp_invalid","queue_3_rx_xdp_pass","queue_3_rx_xdp_redirect","queue_3_rx_xdp_tx","queue_3_rx_xsk_need_wakeup_set","queue_3_rx_zc_queue_pkt_copy","queue_3_tx_bad_req_id","queue_3_tx_bytes","queue_3_tx_cnt","queue_3_tx_dma_mapping_err","queue_3_tx_doorbells","queue_3_tx_linearize","queue_3_tx_linearize_failed","queue_3_tx_llq_buffer_copy","queue_3_tx_missed_tx","queue_3_tx_napi_comp","queue_3_tx_prepare_ctx_err","queue_3_tx_queue_stop","queue_3_tx_queue_wakeup","queue_3_tx_tx_poll","queue_3_tx_unmask_interrupt","queue_3_tx_xsk_need_wakeup_set","queue_3_tx_xsk_wakeup_request","queue_4_rx_bad_desc_num","queue_4_rx_bad_req_id","queue_4_rx_bytes","queue_4_rx_cnt","queue_4_rx_csum_bad","queue_4_rx_csum_good","queue_4_rx_csum_unchecked","queue_4_rx_dma_mapping_err","queue_4_rx_empty_rx_ring","queue_4_rx_lpc_full","queue_4_rx_lpc_warm_up","queue_4_rx_lpc_wrong_numa","queue_4_rx_page_alloc_fail","queue_4_rx_refil_partial","queue_4_rx_rx_copybreak_pkt","queue_4_rx_skb_alloc_fail","queue_4_rx_xdp_aborted","queue_4_rx_xdp_drop","queue_4_rx_xdp_invalid","queue_4_rx_xdp_pass","queue_4_rx_xdp_redirect","queue_4_rx_xdp_tx","queue_4_rx_xsk_need_wakeup_set","queue_4_rx_zc_queue_pkt_copy","queue_4_tx_bad_req_id","queue_4_tx_bytes","queue_4_tx_cnt","queue_4_tx_dma_mapping_err","queue_4_tx_doorbells","queue_4_tx_linearize","queue_4_tx_linearize_failed","queue_4_tx_llq_buffer_copy","queue_4_tx_missed_tx","queue_4_tx_napi_comp","queue_4_tx_prepare_ctx_err","queue_4_tx_queue_stop","queue_4_tx_queue_wakeup","queue_4_tx_tx_poll","queue_4_tx_unmask_interrupt","queue_4_tx_xsk_need_wakeup_set","queue_4_tx_xsk_wakeup_request","queue_5_rx_bad_desc_num","queue_5_rx_bad_req_id","queue_5_rx_bytes","queue_5_rx_cnt","queue_5_rx_csum_bad","queue_5_rx_csum_good","queue_5_rx_csum_unchecked","queue_5_rx_dma_mapping_err","queue_5_rx_empty_rx_ring","queue_5_rx_lpc_full","queue_5_rx_lpc_warm_up","queue_5_rx_lpc_wrong_numa","queue_5_rx_page_alloc_fail","queue_5_rx_refil_partial","queue_5_rx_rx_copybreak_pkt","queue_5_rx_skb_alloc_fail","queue_5_rx_xdp_aborted","queue_5_rx_xdp_drop","queue_5_rx_xdp_invalid","queue_5_rx_xdp_pass","queue_5_rx_xdp_redirect","queue_5_rx_xdp_tx","queue_5_rx_xsk_need_wakeup_set","queue_5_rx_zc_queue_pkt_copy","queue_5_tx_bad_req_id","queue_5_tx_bytes","queue_5_tx_cnt","queue_5_tx_dma_mapping_err","queue_5_tx_doorbells","queue_5_tx_linearize","queue_5_tx_linearize_failed","queue_5_tx_llq_buffer_copy","queue_5_tx_missed_tx","queue_5_tx_napi_comp","queue_5_tx_prepare_ctx_err","queue_5_tx_queue_stop","queue_5_tx_queue_wakeup","queue_5_tx_tx_poll","queue_5_tx_unmask_interrupt","queue_5_tx_xsk_need_wakeup_set","queue_5_tx_xsk_wakeup_request","queue_6_rx_bad_desc_num","queue_6_rx_bad_req_id","queue_6_rx_bytes","queue_6_rx_cnt","queue_6_rx_csum_bad","queue_6_rx_csum_good","queue_6_rx_csum_unchecked","queue_6_rx_dma_mapping_err","queue_6_rx_empty_rx_ring","queue_6_rx_lpc_full","queue_6_rx_lpc_warm_up","queue_6_rx_lpc_wrong_numa","queue_6_rx_page_alloc_fail","queue_6_rx_refil_partial","queue_6_rx_rx_copybreak_pkt","queue_6_rx_skb_alloc_fail","queue_6_rx_xdp_aborted","queue_6_rx_xdp_drop","queue_6_rx_xdp_invalid","queue_6_rx_xdp_pass","queue_6_rx_xdp_redirect","queue_6_rx_xdp_tx","queue_6_rx_xsk_need_wakeup_set","queue_6_rx_zc_queue_pkt_copy","queue_6_tx_bad_req_id","queue_6_tx_bytes","queue_6_tx_cnt","queue_6_tx_dma_mapping_err","queue_6_tx_doorbells","queue_6_tx_linearize","queue_6_tx_linearize_failed","queue_6_tx_llq_buffer_copy","queue_6_tx_missed_tx","queue_6_tx_napi_comp","queue_6_tx_prepare_ctx_err","queue_6_tx_queue_stop","queue_6_tx_queue_wakeup","queue_6_tx_tx_poll","queue_6_tx_unmask_interrupt","queue_6_tx_xsk_need_wakeup_set","queue_6_tx_xsk_wakeup_request","queue_7_rx_bad_desc_num","queue_7_rx_bad_req_id","queue_7_rx_bytes","queue_7_rx_cnt","queue_7_rx_csum_bad","queue_7_rx_csum_good","queue_7_rx_csum_unchecked","queue_7_rx_dma_mapping_err","queue_7_rx_empty_rx_ring","queue_7_rx_lpc_full","queue_7_rx_lpc_warm_up","queue_7_rx_lpc_wrong_numa","queue_7_rx_page_alloc_fail","queue_7_rx_refil_partial","queue_7_rx_rx_copybreak_pkt","queue_7_rx_skb_alloc_fail","queue_7_rx_xdp_aborted","queue_7_rx_xdp_drop","queue_7_rx_xdp_invalid","queue_7_rx_xdp_pass","queue_7_rx_xdp_redirect","queue_7_rx_xdp_tx","queue_7_rx_xsk_need_wakeup_set","queue_7_rx_zc_queue_pkt_copy","queue_7_tx_bad_req_id","queue_7_tx_bytes","queue_7_tx_cnt","queue_7_tx_dma_mapping_err","queue_7_tx_doorbells","queue_7_tx_linearize","queue_7_tx_linearize_failed","queue_7_tx_llq_buffer_copy","queue_7_tx_missed_tx","queue_7_tx_napi_comp","queue_7_tx_prepare_ctx_err","queue_7_tx_queue_stop","queue_7_tx_queue_wakeup","queue_7_tx_tx_poll","queue_7_tx_unmask_interrupt","queue_7_tx_xsk_need_wakeup_set","queue_7_tx_xsk_wakeup_request","reset_fail","resume","suspend","tx_timeout","wd_expired"
"i-0faa60455110e15fa",0,0,0,615541,0,0,98,0,0,98,0,1,0,0,0,0,3594683600,6186706,0,6050669,132053,0,0,0,0,0,0,0,3032217,0,0,0,0,0,0,0,0,0,0,4759797705,6000107,0,5176537,0,0,3817865,0,10378168,0,0,0,10378190,10378168,0,0,0,0,3471614545,5758219,0,5758219,0,0,0,0,0,0,0,0,2783085,0,0,0,0,0,0,0,0,0,0,6041987538,7321000,0,6166347,0,0,4856435,0,10825227,0,0,0,10825236,10825227,0,0,0,0,3533910152,5847430,0,5847430,0,0,0,0,0,0,0,0,2843689,0,0,0,0,0,0,0,0,0,0,4048644308,5362514,0,4617508,0,0,3316988,0,9510891,0,0,0,9510900,9510891,0,0,0,0,3542819080,5974717,0,5974717,0,0,0,0,0,0,0,0,2932201,0,0,0,0,0,0,0,0,0,0,4253990788,5465120,0,4668198,0,0,3417179,0,9682588,0,0,0,9682667,9682588,0,0,0,0,3505338158,5927923,0,5927923,0,0,0,0,0,0,0,0,2905060,0,0,0,0,0,0,0,0,0,0,4925329075,6210081,0,5418797,0,0,3985678,0,10415757,0,0,0,10415759,10415757,0,0,0,0,3935113370,7031610,0,7031608,2,0,0,0,0,0,0,0,3540318,0,0,0,0,0,0,0,0,0,0,4529801544,6260204,0,5557220,0,0,3856727,0,11331279,0,0,0,11332109,11331279,0,0,0,0,3620725681,6336346,0,6336346,0,0,0,0,0,0,0,0,3105685,0,0,0,0,0,0,0,0,0,0,4576864001,5809245,0,4968089,0,0,3702317,0,10321820,0,0,0,10321923,10321820,0,0,0,0,3486626394,5729912,0,5729912,0,0,0,0,0,0,0,0,2722441,0,0,0,0,0,0,0,0,0,0,4608228268,5817036,0,4983230,0,0,3696026,0,9748285,0,0,0,9748285,9748285,0,0,0,0,0,0,0
"InstanceId","admin_q_pause","bw_in_allowance_exceeded","bw_out_allowance_exceeded","conntrack_allowance_available","conntrack_allowance_exceeded","ena_admin_q_aborted_cmd","ena_admin_q_completed_cmd","ena_admin_q_no_completion","ena_admin_q_out_of_space","ena_admin_q_submitted_cmd","interface_down","interface_up","linklocal_allowance_exceeded","pps_allowance_exceeded","queue_0_rx_bad_desc_num","queue_0_rx_bad_req_id","queue_0_rx_bytes","queue_0_rx_cnt","queue_0_rx_csum_bad","queue_0_rx_csum_good","queue_0_rx_csum_unchecked","queue_0_rx_dma_mapping_err","queue_0_rx_empty_rx_ring","queue_0_rx_lpc_full","queue_0_rx_lpc_warm_up","queue_0_rx_lpc_wrong_numa","queue_0_rx_page_alloc_fail","queue_0_rx_refil_partial","queue_0_rx_rx_copybreak_pkt","queue_0_rx_skb_alloc_fail","queue_0_rx_xdp_aborted","queue_0_rx_xdp_drop","queue_0_rx_xdp_invalid","queue_0_rx_xdp_pass","queue_0_rx_xdp_redirect","queue_0_rx_xdp_tx","queue_0_rx_xsk_need_wakeup_set","queue_0_rx_zc_queue_pkt_copy","queue_0_tx_bad_req_id","queue_0_tx_bytes","queue_0_tx_cnt","queue_0_tx_dma_mapping_err","queue_0_tx_doorbells","queue_0_tx_linearize","queue_0_tx_linearize_failed","queue_0_tx_llq_buffer_copy","queue_0_tx_missed_tx","queue_0_tx_napi_comp","queue_0_tx_prepare_ctx_err","queue_0_tx_queue_stop","queue_0_tx_queue_wakeup","queue_0_tx_tx_poll","queue_0_tx_unmask_interrupt","queue_0_tx_xsk_need_wakeup_set","queue_0_tx_xsk_wakeup_request","queue_1_rx_bad_desc_num","queue_1_rx_bad_req_id","queue_1_rx_bytes","queue_1_rx_cnt","queue_1_rx_csum_bad","queue_1_rx_csum_good","queue_1_rx_csum_unchecked","queue_1_rx_dma_mapping_err","queue_1_rx_empty_rx_ring","queue_1_rx_lpc_full","queue_1_rx_lpc_warm_up","queue_1_rx_lpc_wrong_numa","queue_1_rx_page_alloc_fail","queue_1_rx_refil_partial","queue_1_rx_rx_copybreak_pkt","queue_1_rx_skb_alloc_fail","queue_1_rx_xdp_aborted","queue_1_rx_xdp_drop","queue_1_rx_xdp_invalid","queue_1_rx_xdp_pass","queue_1_rx_xdp_redirect","queue_1_rx_xdp_tx","queue_1_rx_xsk_need_wakeup_set","queue_1_rx_zc_queue_pkt_copy","queue_1_tx_bad_req_id","queue_1_tx_bytes","queue_1_tx_cnt","queue_1_tx_dma_mapping_err","queue_1_tx_doorbells","queue_1_tx_linearize","queue_1_tx_linearize_failed","queue_1_tx_llq_buffer_copy","queue_1_tx_missed_tx","queue_1_tx_napi_comp","queue_1_tx_prepare_ctx_err","queue_1_tx_queue_stop","queue_1_tx_queue_wakeup","queue_1_tx_tx_poll","queue_1_tx_unmask_interrupt","queue_1_tx_xsk_need_wakeup_set","queue_1_tx_xsk_wakeup_request","queue_2_rx_bad_desc_num","queue_2_rx_bad_req_id","queue_2_rx_bytes","queue_2_rx_cnt","queue_2_rx_csum_bad","queue_2_rx_csum_good","queue_2_rx_csum_unchecked","queue_2_rx_dma_mapping_err","queue_2_rx_empty_rx_ring","queue_2_rx_lpc_full","queue_2_rx_lpc_warm_up","queue_2_rx_lpc_wrong_numa","queue_2_rx_page_alloc_fail","queue_2_rx_refil_partial","queue_2_rx_rx_copybreak_pkt","queue_2_rx_skb_alloc_fail","queue_2_rx_xdp_aborted","queue_2_rx_xdp_drop","queue_2_rx_xdp_invalid","queue_2_rx_xdp_pass","queue_2_rx_xdp_redirect","queue_2_rx_xdp_tx","queue_2_rx_xsk_need_wakeup_set","queue_2_rx_zc_queue_pkt_copy","queue_2_tx_bad_req_id","queue_2_tx_bytes","queue_2_tx_cnt","queue_2_tx_dma_mapping_err","queue_2_tx_doorbells","queue_2_tx_linearize","queue_2_tx_linearize_failed","queue_2_tx_llq_buffer_copy","queue_2_tx_missed_tx","queue_2_tx_napi_comp","queue_2_tx_prepare_ctx_err","queue_2_tx_queue_stop","queue_2_tx_queue_wakeup","queue_2_tx_tx_poll","queue_2_tx_unmask_interrupt","queue_2_tx_xsk_need_wakeup_set","queue_2_tx_xsk_wakeup_request","queue_3_rx_bad_desc_num","queue_3_rx_bad_req_id","queue_3_rx_bytes","queue_3_rx_cnt","queue_3_rx_csum_bad","queue_3_rx_csum_good","queue_3_rx_csum_unchecked","queue_3_rx_dma_mapping_err","queue_3_rx_empty_rx_ring","queue_3_rx_lpc_full","queue_3_rx_lpc_warm_up","queue_3_rx_lpc_wrong_numa","queue_3_rx_page_alloc_fail","queue_3_rx_refil_partial","queue_3_rx_rx_copybreak_pkt","queue_3_rx_skb_alloc_fail","queue_3_rx_xdp_aborted","queue_3_rx_xdp_drop","queue_3_rx_xdp_invalid","queue_3_rx_xdp_pass","queue_3_rx_xdp_redirect","queue_3_rx_xdp_tx","queue_3_rx_xsk_need_wakeup_set","queue_3_rx_zc_queue_pkt_copy","queue_3_tx_bad_req_id","queue_3_tx_bytes","queue_3_tx_cnt","queue_3_tx_dma_mapping_err","queue_3_tx_doorbells","queue_3_tx_linearize","queue_3_tx_linearize_failed","queue_3_tx_llq_buffer_copy","queue_3_tx_missed_tx","queue_3_tx_napi_comp","queue_3_tx_prepare_ctx_err","queue_3_tx_queue_stop","queue_3_tx_queue_wakeup","queue_3_tx_tx_poll","queue_3_tx_unmask_interrupt","queue_3_tx_xsk_need_wakeup_set","queue_3_tx_xsk_wakeup_request","queue_4_rx_bad_desc_num","queue_4_rx_bad_req_id","queue_4_rx_bytes","queue_4_rx_cnt","queue_4_rx_csum_bad","queue_4_rx_csum_good","queue_4_rx_csum_unchecked","queue_4_rx_dma_mapping_err","queue_4_rx_empty_rx_ring","queue_4_rx_lpc_full","queue_4_rx_lpc_warm_up","queue_4_rx_lpc_wrong_numa","queue_4_rx_page_alloc_fail","queue_4_rx_refil_partial","queue_4_rx_rx_copybreak_pkt","queue_4_rx_skb_alloc_fail","queue_4_rx_xdp_aborted","queue_4_rx_xdp_drop","queue_4_rx_xdp_invalid","queue_4_rx_xdp_pass","queue_4_rx_xdp_redirect","queue_4_rx_xdp_tx","queue_4_rx_xsk_need_wakeup_set","queue_4_rx_zc_queue_pkt_copy","queue_4_tx_bad_req_id","queue_4_tx_bytes","queue_4_tx_cnt","queue_4_tx_dma_mapping_err","queue_4_tx_doorbells","queue_4_tx_linearize","queue_4_tx_linearize_failed","queue_4_tx_llq_buffer_copy","queue_4_tx_missed_tx","queue_4_tx_napi_comp","queue_4_tx_prepare_ctx_err","queue_4_tx_queue_stop","queue_4_tx_queue_wakeup","queue_4_tx_tx_poll","queue_4_tx_unmask_interrupt","queue_4_tx_xsk_need_wakeup_set","queue_4_tx_xsk_wakeup_request","queue_5_rx_bad_desc_num","queue_5_rx_bad_req_id","queue_5_rx_bytes","queue_5_rx_cnt","queue_5_rx_csum_bad","queue_5_rx_csum_good","queue_5_rx_csum_unchecked","queue_5_rx_dma_mapping_err","queue_5_rx_empty_rx_ring","queue_5_rx_lpc_full","queue_5_rx_lpc_warm_up","queue_5_rx_lpc_wrong_numa","queue_5_rx_page_alloc_fail","queue_5_rx_refil_partial","queue_5_rx_rx_copybreak_pkt","queue_5_rx_skb_alloc_fail","queue_5_rx_xdp_aborted","queue_5_rx_xdp_drop","queue_5_rx_xdp_invalid","queue_5_rx_xdp_pass","queue_5_rx_xdp_redirect","queue_5_rx_xdp_tx","queue_5_rx_xsk_need_wakeup_set","queue_5_rx_zc_queue_pkt_copy","queue_5_tx_bad_req_id","queue_5_tx_bytes","queue_5_tx_cnt","queue_5_tx_dma_mapping_err","queue_5_tx_doorbells","queue_5_tx_linearize","queue_5_tx_linearize_failed","queue_5_tx_llq_buffer_copy","queue_5_tx_missed_tx","queue_5_tx_napi_comp","queue_5_tx_prepare_ctx_err","queue_5_tx_queue_stop","queue_5_tx_queue_wakeup","queue_5_tx_tx_poll","queue_5_tx_unmask_interrupt","queue_5_tx_xsk_need_wakeup_set","queue_5_tx_xsk_wakeup_request","queue_6_rx_bad_desc_num","queue_6_rx_bad_req_id","queue_6_rx_bytes","queue_6_rx_cnt","queue_6_rx_csum_bad","queue_6_rx_csum_good","queue_6_rx_csum_unchecked","queue_6_rx_dma_mapping_err","queue_6_rx_empty_rx_ring","queue_6_rx_lpc_full","queue_6_rx_lpc_warm_up","queue_6_rx_lpc_wrong_numa","queue_6_rx_page_alloc_fail","queue_6_rx_refil_partial","queue_6_rx_rx_copybreak_pkt","queue_6_rx_skb_alloc_fail","queue_6_rx_xdp_aborted","queue_6_rx_xdp_drop","queue_6_rx_xdp_invalid","queue_6_rx_xdp_pass","queue_6_rx_xdp_redirect","queue_6_rx_xdp_tx","queue_6_rx_xsk_need_wakeup_set","queue_6_rx_zc_queue_pkt_copy","queue_6_tx_bad_req_id","queue_6_tx_bytes","queue_6_tx_cnt","queue_6_tx_dma_mapping_err","queue_6_tx_doorbells","queue_6_tx_linearize","queue_6_tx_linearize_failed","queue_6_tx_llq_buffer_copy","queue_6_tx_missed_tx","queue_6_tx_napi_comp","queue_6_tx_prepare_ctx_err","queue_6_tx_queue_stop","queue_6_tx_queue_wakeup","queue_6_tx_tx_poll","queue_6_tx_unmask_interrupt","queue_6_tx_xsk_need_wakeup_set","queue_6_tx_xsk_wakeup_request","queue_7_rx_bad_desc_num","queue_7_rx_bad_req_id","queue_7_rx_bytes","queue_7_rx_cnt","queue_7_rx_csum_bad","queue_7_rx_csum_good","queue_7_rx_csum_unchecked","queue_7_rx_dma_mapping_err","queue_7_rx_empty_rx_ring","queue_7_rx_lpc_full","queue_7_rx_lpc_warm_up","queue_7_rx_lpc_wrong_numa","queue_7_rx_page_alloc_fail","queue_7_rx_refil_partial","queue_7_rx_rx_copybreak_pkt","queue_7_rx_skb_alloc_fail","queue_7_rx_xdp_aborted","queue_7_rx_xdp_drop","queue_7_rx_xdp_invalid","queue_7_rx_xdp_pass","queue_7_rx_xdp_redirect","queue_7_rx_xdp_tx","queue_7_rx_xsk_need_wakeup_set","queue_7_rx_zc_queue_pkt_copy","queue_7_tx_bad_req_id","queue_7_tx_bytes","queue_7_tx_cnt","queue_7_tx_dma_mapping_err","queue_7_tx_doorbells","queue_7_tx_linearize","queue_7_tx_linearize_failed","queue_7_tx_llq_buffer_copy","queue_7_tx_missed_tx","queue_7_tx_napi_comp","queue_7_tx_prepare_ctx_err","queue_7_tx_queue_stop","queue_7_tx_queue_wakeup","queue_7_tx_tx_poll","queue_7_tx_unmask_interrupt","queue_7_tx_xsk_need_wakeup_set","queue_7_tx_xsk_wakeup_request","reset_fail","resume","suspend","tx_timeout","wd_expired"
"i-0df624e56832a35b1",0,11,0,615529,0,0,98,0,0,98,0,1,0,0,0,0,3475166414,5989172,0,5853897,131268,0,0,0,0,0,0,0,2924263,0,0,0,0,0,0,0,0,0,0,4356311227,5649873,0,4918503,0,0,3510089,0,10024535,0,0,0,10024535,10024535,0,0,0,0,3498069624,5980867,0,5980867,0,0,0,0,0,0,0,0,2956164,0,0,0,0,0,0,0,0,0,0,4652728071,5767379,0,4958431,0,0,3678014,0,10052352,0,0,0,10052352,10052352,0,0,0,0,3571763431,6300904,0,6300904,0,0,0,0,0,0,0,0,3037661,0,0,0,0,0,0,0,0,0,0,4655722992,5860388,0,4927575,0,0,3769447,0,10288743,0,0,0,10288746,10288743,0,0,0,0,3562334661,5881283,0,5881283,0,0,0,0,0,0,0,0,2830393,0,0,0,0,0,0,0,0,0,0,4721655209,5994600,0,5160007,0,0,3814855,0,10087868,0,0,0,10088224,10087868,0,0,0,0,3566609728,6039912,0,6039912,0,0,0,0,0,0,0,0,2987033,0,0,0,0,0,0,0,0,0,0,4541476876,6212075,0,5475967,0,0,3816299,0,10606807,0,0,0,10606809,10606807,0,0,0,0,3858543431,6203468,0,6203468,0,0,0,0,0,0,0,0,2980790,0,0,0,0,0,0,0,0,0,0,5428904944,6415359,0,5346684,0,0,4271895,0,10356851,0,0,0,10357124,10356851,0,0,0,0,3659770379,6266121,0,6266120,1,0,0,0,0,0,0,0,3018438,0,0,0,0,0,0,0,0,0,0,4914776182,5999355,0,5213620,0,0,3818672,0,10543368,0,0,0,10543400,10543368,0,0,0,0,3544494541,6144440,0,6144440,0,0,0,0,0,0,0,0,3120353,0,0,0,0,0,0,0,0,0,0,4546814576,6423254,0,5616431,0,0,3989392,0,10667644,0,0,0,10667731,10667643,0,0,0,0,0,0,0
